COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
5170051;'dixu22@yahoo.com';38330;2395;16;TO_DATE('2013-09-05','YYYY-MM-DD');3374869;TO_DATE('2015-06-08','YYYY-MM-DD');
5170051;'go36@gmail.com';32613;2508;13;TO_DATE('2013-09-10','YYYY-MM-DD');7105455;TO_DATE('2015-03-27','YYYY-MM-DD');
5170051;'lo35@uniandes.edu.co';251849;11992;21;TO_DATE('2013-09-01','YYYY-MM-DD');3429536;TO_DATE('2015-06-22','YYYY-MM-DD');
5170051;'pixu63@uniandes.edu.co';158599;6895;23;TO_DATE('2013-09-09','YYYY-MM-DD');7226308;TO_DATE('2014-12-25','YYYY-MM-DD');
5170051;'to91@gmail.com';10568;528;20;TO_DATE('2013-09-10','YYYY-MM-DD');5917256;TO_DATE('2014-11-25','YYYY-MM-DD');
5170051;'vi15@gmail.com';221075;17005;13;TO_DATE('2013-09-07','YYYY-MM-DD');9599109;TO_DATE('2014-12-19','YYYY-MM-DD');
5170051;'weqo42@gmail.com';47548;3657;13;TO_DATE('2013-09-10','YYYY-MM-DD');1896139;TO_DATE('2015-07-11','YYYY-MM-DD');
1535512;'le97@uniandes.edu.co';249080;249080;1;TO_DATE('2013-05-27','YYYY-MM-DD');7710967;TO_DATE('2013-06-05','YYYY-MM-DD');
1535512;'ru61@uniandes.edu.co';248228;124114;2;TO_DATE('2013-05-29','YYYY-MM-DD');7292262;TO_DATE('2013-06-07','YYYY-MM-DD');
1535512;'soxo3@gmail.com';123727;123727;1;TO_DATE('2013-05-27','YYYY-MM-DD');932997;TO_DATE('2013-06-09','YYYY-MM-DD');
646734;'bilu91@gmail.com';289735;57947;5;TO_DATE('2014-03-15','YYYY-MM-DD');169269;TO_DATE('2014-11-17','YYYY-MM-DD');
646734;'leju18@hotmail.com';33472;8368;4;TO_DATE('2014-03-07','YYYY-MM-DD');9625098;TO_DATE('2014-07-28','YYYY-MM-DD');
646734;'nese28@uniandes.edu.co';298454;99484;3;TO_DATE('2014-03-10','YYYY-MM-DD');1898033;TO_DATE('2014-11-09','YYYY-MM-DD');
646734;'nobe91@yahoo.com';65935;21978;3;TO_DATE('2014-03-07','YYYY-MM-DD');3339651;TO_DATE('2014-10-10','YYYY-MM-DD');
646734;'re16@uniandes.edu.co';22695;3782;6;TO_DATE('2014-03-09','YYYY-MM-DD');2797572;TO_DATE('2014-06-26','YYYY-MM-DD');
646734;'roha13@uniandes.edu.co';72126;24042;3;TO_DATE('2014-03-13','YYYY-MM-DD');5710916;TO_DATE('2014-09-30','YYYY-MM-DD');
646734;'to8@yahoo.com';93281;31093;3;TO_DATE('2014-03-13','YYYY-MM-DD');6512136;TO_DATE('2014-12-21','YYYY-MM-DD');
646734;'tu39@yahoo.com';248409;49681;5;TO_DATE('2014-03-13','YYYY-MM-DD');1021595;TO_DATE('2014-12-26','YYYY-MM-DD');
646734;'vazi20@hotmail.com';196405;32734;6;TO_DATE('2014-03-12','YYYY-MM-DD');7918053;TO_DATE('2014-07-22','YYYY-MM-DD');
646734;'xe60@hotmail.com';18421;6140;3;TO_DATE('2014-03-14','YYYY-MM-DD');5185577;TO_DATE('2014-06-29','YYYY-MM-DD');
2499718;'nese28@uniandes.edu.co';88420;4421;20;TO_DATE('2013-09-12','YYYY-MM-DD');4365666;TO_DATE('2014-04-29','YYYY-MM-DD');
2499718;'roha13@uniandes.edu.co';182687;10149;18;TO_DATE('2013-09-04','YYYY-MM-DD');7757469;TO_DATE('2014-05-03','YYYY-MM-DD');
5155174;'kido42@uniandes.edu.co';113533;6307;18;TO_DATE('2014-04-13','YYYY-MM-DD');2084870;TO_DATE('2015-06-24','YYYY-MM-DD');
5155174;'pixu63@uniandes.edu.co';268984;13449;20;TO_DATE('2014-04-15','YYYY-MM-DD');3325871;TO_DATE('2016-02-24','YYYY-MM-DD');
5155174;'qaco88@gmail.com';230683;9227;25;TO_DATE('2014-04-09','YYYY-MM-DD');3821739;TO_DATE('2015-06-10','YYYY-MM-DD');
5155174;'to91@gmail.com';169547;9419;18;TO_DATE('2014-04-08','YYYY-MM-DD');9664056;TO_DATE('2015-05-14','YYYY-MM-DD');
1672652;'du32@hotmail.com';16784;987;17;TO_DATE('2014-01-20','YYYY-MM-DD');9318411;TO_DATE('2014-02-02','YYYY-MM-DD');
1672652;'na80@gmail.com';31715;1268;25;TO_DATE('2014-01-20','YYYY-MM-DD');5351165;TO_DATE('2014-01-28','YYYY-MM-DD');
1672652;'paki19@yahoo.com';98889;5817;17;TO_DATE('2014-01-19','YYYY-MM-DD');4522008;TO_DATE('2014-02-02','YYYY-MM-DD');
1672652;'rola90@uniandes.edu.co';21909;1288;17;TO_DATE('2014-01-15','YYYY-MM-DD');7870019;TO_DATE('2014-01-22','YYYY-MM-DD');
1672652;'ti55@uniandes.edu.co';217484;9455;23;TO_DATE('2014-01-16','YYYY-MM-DD');7299386;TO_DATE('2014-01-30','YYYY-MM-DD');
1672652;'vomu47@yahoo.com';137262;6239;22;TO_DATE('2014-01-16','YYYY-MM-DD');5092655;TO_DATE('2014-01-24','YYYY-MM-DD');
1672652;'yi85@uniandes.edu.co';55993;1999;28;TO_DATE('2014-01-18','YYYY-MM-DD');9719161;TO_DATE('2014-01-29','YYYY-MM-DD');
329073;'po62@yahoo.com';124428;62214;2;TO_DATE('2013-12-03','YYYY-MM-DD');4207500;TO_DATE('2015-01-28','YYYY-MM-DD');
9522772;'fo67@yahoo.com';288229;288229;1;TO_DATE('2013-04-27','YYYY-MM-DD');905394;TO_DATE('2013-05-07','YYYY-MM-DD');
9522772;'juzo69@yahoo.com';14712;14712;1;TO_DATE('2013-04-24','YYYY-MM-DD');569580;TO_DATE('2013-05-08','YYYY-MM-DD');
9522772;'sopu71@gmail.com';218963;109481;2;TO_DATE('2013-04-29','YYYY-MM-DD');184850;TO_DATE('2013-05-09','YYYY-MM-DD');
9522772;'tayu63@gmail.com';200615;100307;2;TO_DATE('2013-05-03','YYYY-MM-DD');6630000;TO_DATE('2013-05-15','YYYY-MM-DD');
7197243;'ceti18@hotmail.com';53923;5991;9;TO_DATE('2013-09-03','YYYY-MM-DD');7095746;TO_DATE('2013-09-11','YYYY-MM-DD');
7197243;'jaqe80@uniandes.edu.co';150814;11601;13;TO_DATE('2013-09-03','YYYY-MM-DD');4521568;TO_DATE('2013-09-13','YYYY-MM-DD');
7197243;'joca23@hotmail.com';254976;28330;9;TO_DATE('2013-09-06','YYYY-MM-DD');5947560;TO_DATE('2013-09-17','YYYY-MM-DD');
7197243;'ke46@gmail.com';183072;11442;16;TO_DATE('2013-09-09','YYYY-MM-DD');3580295;TO_DATE('2013-09-18','YYYY-MM-DD');
7197243;'lu70@gmail.com';225124;13242;17;TO_DATE('2013-08-31','YYYY-MM-DD');799152;TO_DATE('2013-09-09','YYYY-MM-DD');
7197243;'soxo3@gmail.com';128445;8563;15;TO_DATE('2013-09-06','YYYY-MM-DD');218923;TO_DATE('2013-09-13','YYYY-MM-DD');
7197243;'tayu63@gmail.com';283205;31467;9;TO_DATE('2013-09-10','YYYY-MM-DD');4544713;TO_DATE('2013-09-22','YYYY-MM-DD');
7197243;'ti55@uniandes.edu.co';40573;2386;17;TO_DATE('2013-09-02','YYYY-MM-DD');1570899;TO_DATE('2013-09-14','YYYY-MM-DD');
7197243;'yi85@uniandes.edu.co';233832;25981;9;TO_DATE('2013-09-03','YYYY-MM-DD');61492;TO_DATE('2013-09-11','YYYY-MM-DD');
5489746;'ceti18@hotmail.com';127555;7972;16;TO_DATE('2013-11-11','YYYY-MM-DD');6287052;TO_DATE('2013-11-25','YYYY-MM-DD');
5489746;'juzo69@yahoo.com';169825;5478;31;TO_DATE('2013-11-11','YYYY-MM-DD');9286494;TO_DATE('2013-11-24','YYYY-MM-DD');
5489746;'pa82@uniandes.edu.co';81081;5067;16;TO_DATE('2013-11-07','YYYY-MM-DD');2787713;TO_DATE('2013-11-14','YYYY-MM-DD');
5489746;'rola90@uniandes.edu.co';158339;9896;16;TO_DATE('2013-11-05','YYYY-MM-DD');8366822;TO_DATE('2013-11-12','YYYY-MM-DD');
5489746;'tayu63@gmail.com';118112;6216;19;TO_DATE('2013-11-05','YYYY-MM-DD');2978557;TO_DATE('2013-11-17','YYYY-MM-DD');
5489746;'vomu47@yahoo.com';241567;10502;23;TO_DATE('2013-11-13','YYYY-MM-DD');3222618;TO_DATE('2013-11-26','YYYY-MM-DD');
5489746;'xa62@uniandes.edu.co';126616;4689;27;TO_DATE('2013-11-13','YYYY-MM-DD');4239067;TO_DATE('2013-11-20','YYYY-MM-DD');
1668949;'bi18@yahoo.com';252372;12618;20;TO_DATE('2013-05-26','YYYY-MM-DD');6886033;TO_DATE('2013-09-15','YYYY-MM-DD');
1668949;'fu41@hotmail.com';269145;20703;13;TO_DATE('2013-05-27','YYYY-MM-DD');3745247;TO_DATE('2013-10-10','YYYY-MM-DD');
1668949;'lu59@uniandes.edu.co';127427;7964;16;TO_DATE('2013-05-27','YYYY-MM-DD');7992437;TO_DATE('2014-02-20','YYYY-MM-DD');
1668949;'nese28@uniandes.edu.co';261980;23816;11;TO_DATE('2013-05-26','YYYY-MM-DD');4485257;TO_DATE('2013-09-25','YYYY-MM-DD');
1668949;'qe95@uniandes.edu.co';218936;11522;19;TO_DATE('2013-05-18','YYYY-MM-DD');6052100;TO_DATE('2013-11-03','YYYY-MM-DD');
1668949;'vazi20@hotmail.com';131297;11936;11;TO_DATE('2013-05-17','YYYY-MM-DD');9758794;TO_DATE('2013-11-06','YYYY-MM-DD');
1668949;'xuya77@hotmail.com';32170;2924;11;TO_DATE('2013-05-26','YYYY-MM-DD');7539220;TO_DATE('2013-11-13','YYYY-MM-DD');
8347195;'nobe91@yahoo.com';249178;10382;24;TO_DATE('2013-06-28','YYYY-MM-DD');1663926;TO_DATE('2013-12-27','YYYY-MM-DD');
2090459;'bu86@yahoo.com';290419;290419;1;TO_DATE('2014-04-28','YYYY-MM-DD');9440564;TO_DATE('2016-02-22','YYYY-MM-DD');
2090459;'dixu22@yahoo.com';247544;247544;1;TO_DATE('2014-04-30','YYYY-MM-DD');6289759;TO_DATE('2015-10-01','YYYY-MM-DD');
2090459;'go36@gmail.com';280617;280617;1;TO_DATE('2014-04-24','YYYY-MM-DD');2244223;TO_DATE('2015-07-30','YYYY-MM-DD');
2090459;'kido42@uniandes.edu.co';237393;118696;2;TO_DATE('2014-04-21','YYYY-MM-DD');6788112;TO_DATE('2015-12-13','YYYY-MM-DD');
2090459;'lo35@uniandes.edu.co';266954;266954;1;TO_DATE('2014-04-23','YYYY-MM-DD');9380060;TO_DATE('2015-12-08','YYYY-MM-DD');
2090459;'vi15@gmail.com';22433;22433;1;TO_DATE('2014-04-27','YYYY-MM-DD');8271298;TO_DATE('2016-03-18','YYYY-MM-DD');
2090459;'xuze3@yahoo.com';59919;59919;1;TO_DATE('2014-04-23','YYYY-MM-DD');5368726;TO_DATE('2015-10-28','YYYY-MM-DD');
1833206;'leju18@hotmail.com';208077;26009;8;TO_DATE('2013-12-13','YYYY-MM-DD');9382086;TO_DATE('2014-10-01','YYYY-MM-DD');
1833206;'nese28@uniandes.edu.co';291186;36398;8;TO_DATE('2013-12-11','YYYY-MM-DD');8575092;TO_DATE('2014-06-08','YYYY-MM-DD');
1833206;'pavi78@uniandes.edu.co';71560;8945;8;TO_DATE('2013-12-11','YYYY-MM-DD');7692426;TO_DATE('2014-09-12','YYYY-MM-DD');
1833206;'re16@uniandes.edu.co';219804;13737;16;TO_DATE('2013-12-11','YYYY-MM-DD');3667442;TO_DATE('2014-09-13','YYYY-MM-DD');
1833206;'roha13@uniandes.edu.co';32540;4067;8;TO_DATE('2013-12-19','YYYY-MM-DD');6534462;TO_DATE('2014-04-28','YYYY-MM-DD');
5880920;'ce47@uniandes.edu.co';269709;33713;8;TO_DATE('2013-05-21','YYYY-MM-DD');2181613;TO_DATE('2013-06-02','YYYY-MM-DD');
5880920;'ceti18@hotmail.com';251198;31399;8;TO_DATE('2013-05-26','YYYY-MM-DD');3688190;TO_DATE('2013-06-03','YYYY-MM-DD');
5880920;'du32@hotmail.com';107257;13407;8;TO_DATE('2013-05-25','YYYY-MM-DD');6266666;TO_DATE('2013-06-03','YYYY-MM-DD');
5880920;'fo67@yahoo.com';34544;4318;8;TO_DATE('2013-05-22','YYYY-MM-DD');5197874;TO_DATE('2013-06-02','YYYY-MM-DD');
5880920;'guwa51@hotmail.com';254364;31795;8;TO_DATE('2013-05-20','YYYY-MM-DD');6253309;TO_DATE('2013-06-03','YYYY-MM-DD');
5880920;'jaqe80@uniandes.edu.co';214177;17848;12;TO_DATE('2013-05-26','YYYY-MM-DD');2084143;TO_DATE('2013-06-04','YYYY-MM-DD');
5880920;'le97@uniandes.edu.co';84158;5610;15;TO_DATE('2013-05-26','YYYY-MM-DD');2579628;TO_DATE('2013-06-04','YYYY-MM-DD');
5880920;'paki19@yahoo.com';163055;16305;10;TO_DATE('2013-05-26','YYYY-MM-DD');2339999;TO_DATE('2013-06-06','YYYY-MM-DD');
5880920;'rola90@uniandes.edu.co';230019;28752;8;TO_DATE('2013-05-29','YYYY-MM-DD');1939006;TO_DATE('2013-06-07','YYYY-MM-DD');
7945050;'leju18@hotmail.com';73710;3879;19;TO_DATE('2013-11-12','YYYY-MM-DD');8391980;TO_DATE('2014-04-07','YYYY-MM-DD');
7945050;'ne45@yahoo.com';98999;4949;20;TO_DATE('2013-11-12','YYYY-MM-DD');6982610;TO_DATE('2014-06-13','YYYY-MM-DD');
7945050;'nese28@uniandes.edu.co';198098;12381;16;TO_DATE('2013-11-14','YYYY-MM-DD');2682750;TO_DATE('2014-07-22','YYYY-MM-DD');
776170;'ce47@uniandes.edu.co';129429;8089;16;TO_DATE('2013-09-29','YYYY-MM-DD');7947272;TO_DATE('2013-10-10','YYYY-MM-DD');
776170;'juzo69@yahoo.com';57992;2071;28;TO_DATE('2013-09-29','YYYY-MM-DD');8476705;TO_DATE('2013-10-07','YYYY-MM-DD');
776170;'lu70@gmail.com';148033;5286;28;TO_DATE('2013-09-26','YYYY-MM-DD');6907916;TO_DATE('2013-10-07','YYYY-MM-DD');
776170;'pa82@uniandes.edu.co';159634;6940;23;TO_DATE('2013-09-26','YYYY-MM-DD');5042369;TO_DATE('2013-10-04','YYYY-MM-DD');
776170;'paki19@yahoo.com';242615;15163;16;TO_DATE('2013-09-25','YYYY-MM-DD');7012047;TO_DATE('2013-10-03','YYYY-MM-DD');
776170;'vima99@yahoo.com';190291;11893;16;TO_DATE('2013-09-26','YYYY-MM-DD');6772622;TO_DATE('2013-10-04','YYYY-MM-DD');
776170;'xa62@uniandes.edu.co';219205;13700;16;TO_DATE('2013-09-20','YYYY-MM-DD');6937654;TO_DATE('2013-10-03','YYYY-MM-DD');
776170;'xiju86@hotmail.com';148200;6736;22;TO_DATE('2013-09-28','YYYY-MM-DD');9230019;TO_DATE('2013-10-12','YYYY-MM-DD');
776170;'yi85@uniandes.edu.co';188610;8573;22;TO_DATE('2013-09-23','YYYY-MM-DD');6494524;TO_DATE('2013-10-02','YYYY-MM-DD');
6476259;'pixu63@uniandes.edu.co';179479;29913;6;TO_DATE('2013-05-22','YYYY-MM-DD');4942473;TO_DATE('2014-10-29','YYYY-MM-DD');
6476259;'vi15@gmail.com';191356;23919;8;TO_DATE('2013-05-25','YYYY-MM-DD');4158693;TO_DATE('2015-01-14','YYYY-MM-DD');
7820826;'bi18@yahoo.com';183762;14135;13;TO_DATE('2013-12-29','YYYY-MM-DD');4294507;TO_DATE('2014-07-29','YYYY-MM-DD');
7820826;'leju18@hotmail.com';248592;19122;13;TO_DATE('2013-12-28','YYYY-MM-DD');9021859;TO_DATE('2014-06-27','YYYY-MM-DD');
7820826;'li12@yahoo.com';41408;4600;9;TO_DATE('2013-12-29','YYYY-MM-DD');2031350;TO_DATE('2014-09-19','YYYY-MM-DD');
7820826;'pavi78@uniandes.edu.co';48918;3762;13;TO_DATE('2013-12-29','YYYY-MM-DD');8301298;TO_DATE('2014-09-04','YYYY-MM-DD');
7820826;'re16@uniandes.edu.co';199399;22155;9;TO_DATE('2013-12-23','YYYY-MM-DD');9115421;TO_DATE('2014-06-17','YYYY-MM-DD');
7820826;'roha13@uniandes.edu.co';164270;9662;17;TO_DATE('2013-12-31','YYYY-MM-DD');8458590;TO_DATE('2014-05-28','YYYY-MM-DD');
7820826;'to8@yahoo.com';79265;5284;15;TO_DATE('2013-12-25','YYYY-MM-DD');5141300;TO_DATE('2014-09-29','YYYY-MM-DD');
7820826;'tu39@yahoo.com';62769;4828;13;TO_DATE('2013-12-31','YYYY-MM-DD');3738848;TO_DATE('2014-10-09','YYYY-MM-DD');
7892314;'jaqe80@uniandes.edu.co';287585;19172;15;TO_DATE('2013-09-06','YYYY-MM-DD');5164874;TO_DATE('2013-09-14','YYYY-MM-DD');
7892314;'le97@uniandes.edu.co';190057;12670;15;TO_DATE('2013-09-03','YYYY-MM-DD');4806912;TO_DATE('2013-09-12','YYYY-MM-DD');
7892314;'na80@gmail.com';280750;18716;15;TO_DATE('2013-09-09','YYYY-MM-DD');9671683;TO_DATE('2013-09-20','YYYY-MM-DD');
7892314;'rola90@uniandes.edu.co';231704;15446;15;TO_DATE('2013-09-03','YYYY-MM-DD');4612915;TO_DATE('2013-09-11','YYYY-MM-DD');
7892314;'sopu71@gmail.com';280029;18668;15;TO_DATE('2013-09-10','YYYY-MM-DD');3788389;TO_DATE('2013-09-19','YYYY-MM-DD');
7892314;'vima99@yahoo.com';16262;707;23;TO_DATE('2013-09-09','YYYY-MM-DD');3146341;TO_DATE('2013-09-23','YYYY-MM-DD');
7892314;'xa62@uniandes.edu.co';65637;4375;15;TO_DATE('2013-09-03','YYYY-MM-DD');4778290;TO_DATE('2013-09-12','YYYY-MM-DD');
9994519;'ce47@uniandes.edu.co';51954;2258;23;TO_DATE('2014-04-12','YYYY-MM-DD');9675138;TO_DATE('2014-04-26','YYYY-MM-DD');
9994519;'fo67@yahoo.com';123320;10276;12;TO_DATE('2014-04-19','YYYY-MM-DD');8931918;TO_DATE('2014-04-28','YYYY-MM-DD');
9994519;'ti55@uniandes.edu.co';87954;3997;22;TO_DATE('2014-04-10','YYYY-MM-DD');6208771;TO_DATE('2014-04-21','YYYY-MM-DD');
9994519;'xiju86@hotmail.com';165845;11846;14;TO_DATE('2014-04-11','YYYY-MM-DD');2410294;TO_DATE('2014-04-19','YYYY-MM-DD');
9158321;'ce47@uniandes.edu.co';212428;106214;2;TO_DATE('2013-06-21','YYYY-MM-DD');2518056;TO_DATE('2013-07-01','YYYY-MM-DD');
9158321;'ceti18@hotmail.com';103482;51741;2;TO_DATE('2013-06-15','YYYY-MM-DD');4238544;TO_DATE('2013-06-26','YYYY-MM-DD');
9158321;'guwa51@hotmail.com';220261;110130;2;TO_DATE('2013-06-23','YYYY-MM-DD');4526605;TO_DATE('2013-07-05','YYYY-MM-DD');
9158321;'juzo69@yahoo.com';49309;24654;2;TO_DATE('2013-06-20','YYYY-MM-DD');4220765;TO_DATE('2013-07-03','YYYY-MM-DD');
9158321;'ke46@gmail.com';213782;106891;2;TO_DATE('2013-06-23','YYYY-MM-DD');1616918;TO_DATE('2013-06-30','YYYY-MM-DD');
9158321;'ko62@hotmail.com';165925;82962;2;TO_DATE('2013-06-22','YYYY-MM-DD');1310314;TO_DATE('2013-07-05','YYYY-MM-DD');
9158321;'na80@gmail.com';206822;51705;4;TO_DATE('2013-06-20','YYYY-MM-DD');6843379;TO_DATE('2013-07-02','YYYY-MM-DD');
9158321;'pa82@uniandes.edu.co';174932;87466;2;TO_DATE('2013-06-15','YYYY-MM-DD');2056795;TO_DATE('2013-06-26','YYYY-MM-DD');
9158321;'vomu47@yahoo.com';88069;44034;2;TO_DATE('2013-06-22','YYYY-MM-DD');979148;TO_DATE('2013-06-29','YYYY-MM-DD');
2256660;'dixu22@yahoo.com';189161;27023;7;TO_DATE('2013-06-16','YYYY-MM-DD');4785748;TO_DATE('2015-03-10','YYYY-MM-DD');
2256660;'kido42@uniandes.edu.co';240983;18537;13;TO_DATE('2013-06-17','YYYY-MM-DD');6253426;TO_DATE('2015-01-23','YYYY-MM-DD');
2256660;'lo35@uniandes.edu.co';256091;36584;7;TO_DATE('2013-06-24','YYYY-MM-DD');686961;TO_DATE('2015-04-10','YYYY-MM-DD');
2256660;'pixu63@uniandes.edu.co';233659;33379;7;TO_DATE('2013-06-14','YYYY-MM-DD');252452;TO_DATE('2015-02-06','YYYY-MM-DD');
2256660;'po62@yahoo.com';57614;4431;13;TO_DATE('2013-06-17','YYYY-MM-DD');4190943;TO_DATE('2015-05-14','YYYY-MM-DD');
2256660;'qaco88@gmail.com';286437;40919;7;TO_DATE('2013-06-22','YYYY-MM-DD');2421308;TO_DATE('2014-07-23','YYYY-MM-DD');
2256660;'to91@gmail.com';142785;12980;11;TO_DATE('2013-06-22','YYYY-MM-DD');5333008;TO_DATE('2015-06-20','YYYY-MM-DD');
2256660;'zufo3@hotmail.com';136733;19533;7;TO_DATE('2013-06-16','YYYY-MM-DD');7808394;TO_DATE('2014-12-22','YYYY-MM-DD');
3498552;'ceti18@hotmail.com';220770;18397;12;TO_DATE('2013-12-11','YYYY-MM-DD');1183233;TO_DATE('2013-12-19','YYYY-MM-DD');
3498552;'joca23@hotmail.com';132766;6638;20;TO_DATE('2013-12-07','YYYY-MM-DD');2649775;TO_DATE('2013-12-15','YYYY-MM-DD');
3498552;'juzo69@yahoo.com';155067;12922;12;TO_DATE('2013-12-16','YYYY-MM-DD');4755282;TO_DATE('2013-12-28','YYYY-MM-DD');
3498552;'ke46@gmail.com';159798;12292;13;TO_DATE('2013-12-07','YYYY-MM-DD');6679171;TO_DATE('2013-12-14','YYYY-MM-DD');
3498552;'lu70@gmail.com';217760;18146;12;TO_DATE('2013-12-07','YYYY-MM-DD');6750190;TO_DATE('2013-12-16','YYYY-MM-DD');
3498552;'na80@gmail.com';160641;13386;12;TO_DATE('2013-12-13','YYYY-MM-DD');2981275;TO_DATE('2013-12-24','YYYY-MM-DD');
3498552;'soxo3@gmail.com';257782;11717;22;TO_DATE('2013-12-16','YYYY-MM-DD');2729291;TO_DATE('2013-12-30','YYYY-MM-DD');
3498552;'tayu63@gmail.com';278289;19877;14;TO_DATE('2013-12-08','YYYY-MM-DD');5690692;TO_DATE('2013-12-20','YYYY-MM-DD');
3498552;'vima99@yahoo.com';263015;13842;19;TO_DATE('2013-12-14','YYYY-MM-DD');4913407;TO_DATE('2013-12-23','YYYY-MM-DD');
3498552;'xiju86@hotmail.com';134873;11239;12;TO_DATE('2013-12-09','YYYY-MM-DD');2745049;TO_DATE('2013-12-17','YYYY-MM-DD');
6569626;'fu41@hotmail.com';247298;49459;5;TO_DATE('2014-03-29','YYYY-MM-DD');8702004;TO_DATE('2014-12-30','YYYY-MM-DD');
6569626;'mo36@gmail.com';11465;2293;5;TO_DATE('2014-03-29','YYYY-MM-DD');947485;TO_DATE('2014-11-02','YYYY-MM-DD');
2914725;'pixu63@uniandes.edu.co';292533;13296;22;TO_DATE('2013-07-08','YYYY-MM-DD');6519000;TO_DATE('2014-10-27','YYYY-MM-DD');
5174750;'ce47@uniandes.edu.co';90606;30202;3;TO_DATE('2013-08-21','YYYY-MM-DD');5246598;TO_DATE('2013-08-28','YYYY-MM-DD');
5174750;'ceti18@hotmail.com';30950;10316;3;TO_DATE('2013-08-26','YYYY-MM-DD');1690795;TO_DATE('2013-09-05','YYYY-MM-DD');
5174750;'fo67@yahoo.com';11486;3828;3;TO_DATE('2013-08-17','YYYY-MM-DD');703126;TO_DATE('2013-08-27','YYYY-MM-DD');
5174750;'juzo69@yahoo.com';136976;45658;3;TO_DATE('2013-08-26','YYYY-MM-DD');8518870;TO_DATE('2013-09-02','YYYY-MM-DD');
5174750;'ko62@hotmail.com';262465;65616;4;TO_DATE('2013-08-19','YYYY-MM-DD');3361228;TO_DATE('2013-08-28','YYYY-MM-DD');
5174750;'rola90@uniandes.edu.co';244427;81475;3;TO_DATE('2013-08-25','YYYY-MM-DD');7072293;TO_DATE('2013-09-01','YYYY-MM-DD');
5174750;'soxo3@gmail.com';249695;62423;4;TO_DATE('2013-08-26','YYYY-MM-DD');4303072;TO_DATE('2013-09-09','YYYY-MM-DD');
5174750;'yi85@uniandes.edu.co';20471;6823;3;TO_DATE('2013-08-25','YYYY-MM-DD');8288812;TO_DATE('2013-09-06','YYYY-MM-DD');
667797;'go36@gmail.com';293800;36725;8;TO_DATE('2013-07-21','YYYY-MM-DD');3818264;TO_DATE('2014-08-23','YYYY-MM-DD');
667797;'kido42@uniandes.edu.co';122083;7630;16;TO_DATE('2013-07-24','YYYY-MM-DD');97837;TO_DATE('2015-02-21','YYYY-MM-DD');
667797;'lo35@uniandes.edu.co';20279;2027;10;TO_DATE('2013-07-17','YYYY-MM-DD');363767;TO_DATE('2014-11-03','YYYY-MM-DD');
667797;'pixu63@uniandes.edu.co';193415;24176;8;TO_DATE('2013-07-19','YYYY-MM-DD');4578522;TO_DATE('2015-02-19','YYYY-MM-DD');
667797;'qaco88@gmail.com';135635;11302;12;TO_DATE('2013-07-17','YYYY-MM-DD');7607175;TO_DATE('2015-02-25','YYYY-MM-DD');
667797;'zufo3@hotmail.com';200487;25060;8;TO_DATE('2013-07-15','YYYY-MM-DD');4096583;TO_DATE('2014-11-11','YYYY-MM-DD');
4246245;'go36@gmail.com';205895;41179;5;TO_DATE('2013-11-07','YYYY-MM-DD');4759204;TO_DATE('2014-12-30','YYYY-MM-DD');
4246245;'lo35@uniandes.edu.co';287353;57470;5;TO_DATE('2013-11-11','YYYY-MM-DD');8715814;TO_DATE('2015-03-01','YYYY-MM-DD');
4246245;'peqe75@gmail.com';103477;20695;5;TO_DATE('2013-11-12','YYYY-MM-DD');6276011;TO_DATE('2015-05-21','YYYY-MM-DD');
4246245;'qaco88@gmail.com';21642;4328;5;TO_DATE('2013-11-11','YYYY-MM-DD');9242098;TO_DATE('2015-01-17','YYYY-MM-DD');
4246245;'to91@gmail.com';87578;17515;5;TO_DATE('2013-11-06','YYYY-MM-DD');107352;TO_DATE('2014-11-21','YYYY-MM-DD');
4246245;'vu53@hotmail.com';168294;33658;5;TO_DATE('2013-11-06','YYYY-MM-DD');5130775;TO_DATE('2015-05-06','YYYY-MM-DD');
4246245;'zufo3@hotmail.com';171418;34283;5;TO_DATE('2013-11-12','YYYY-MM-DD');4504404;TO_DATE('2015-10-22','YYYY-MM-DD');
472491;'ke46@gmail.com';53090;1830;29;TO_DATE('2013-09-25','YYYY-MM-DD');557425;TO_DATE('2013-10-09','YYYY-MM-DD');
472491;'le97@uniandes.edu.co';112344;6241;18;TO_DATE('2013-09-23','YYYY-MM-DD');3518228;TO_DATE('2013-10-05','YYYY-MM-DD');
472491;'pa82@uniandes.edu.co';118016;3278;36;TO_DATE('2013-09-28','YYYY-MM-DD');4184545;TO_DATE('2013-10-05','YYYY-MM-DD');
472491;'ru61@uniandes.edu.co';157757;5634;28;TO_DATE('2013-09-24','YYYY-MM-DD');5869141;TO_DATE('2013-10-01','YYYY-MM-DD');
472491;'yi85@uniandes.edu.co';113024;4186;27;TO_DATE('2013-09-30','YYYY-MM-DD');2739696;TO_DATE('2013-10-09','YYYY-MM-DD');
1838873;'bu86@yahoo.com';146292;7314;20;TO_DATE('2014-02-28','YYYY-MM-DD');8095892;TO_DATE('2016-01-14','YYYY-MM-DD');
